size,prompt type,z-score
32.0,chain-of-thought,0.1894679145660466
32.0,chain-of-thought,0.5178378283303968
32.0,chain-of-thought,0.7030122910083588
32.0,chain-of-thought,0.2854976136293976
32.0,chain-of-thought,0.21355260511593116
32.0,chain-of-thought,0.3873502904160492
32.0,chain-of-thought,0.7863404326527668
32.0,chain-of-thought,0.46816685340375447
32.0,chain-of-thought,0.32210493893889053
32.0,chain-of-thought,0.4653600685857935
72.0,agentic,0.8845959035983764
72.0,agentic,0.11739027546419557
72.0,agentic,0.21961872003007077
72.0,agentic,0.11727117077214244
72.0,agentic,0.5288439652692184
72.0,agentic,0.48390272667216705
72.0,agentic,0.09055451799112525
72.0,agentic,0.3058097411399981
72.0,agentic,0.7875796691108289
72.0,agentic,0.7184061257424035
72.0,agentic,0.20673013676868263
72.0,agentic,-0.1986972734919809
72.0,agentic,0.8797263763674836
72.0,agentic,0.3725565785435636
72.0,agentic,0.39995838801007777
72.0,agentic,0.4972163545019348
72.0,zero-shot,0.834487433723776
72.0,zero-shot,0.29156690369359156
72.0,zero-shot,0.14608123006525062
72.0,zero-shot,0.6242987982849664
72.0,zero-shot,0.6494491048600266
72.0,zero-shot,0.5829145237722358
72.0,zero-shot,0.3213524433326084
72.0,zero-shot,0.3873590054439976
72.0,zero-shot,0.7368392422493469
72.0,zero-shot,0.28549761362939763
72.0,zero-shot,0.00887855469847428
72.0,zero-shot,0.1049177294965166
72.0,zero-shot,0.6862840643869987
72.0,zero-shot,0.6388994870826669
72.0,zero-shot,0.32210493893889053
72.0,zero-shot,0.36979121083736965
72.0,few-shot,0.7271121411353465
72.0,few-shot,0.5702495088606251
72.0,few-shot,0.14608123006525064
72.0,few-shot,0.5618953979756958
72.0,few-shot,0.6839077161716861
72.0,few-shot,0.41789486193878783
72.0,few-shot,0.2554101789493275
72.0,few-shot,0.3873590054439976
72.0,few-shot,0.7368392422493469
72.0,few-shot,0.18559564929562697
72.0,few-shot,0.008878554698474268
72.0,few-shot,0.17552586972639972
72.0,few-shot,0.5862276961212306
72.0,few-shot,0.3998737999321895
72.0,few-shot,0.12747131626092256
72.0,few-shot,0.36979121083736965
72.0,parallel,0.6913203769392035
72.0,parallel,0.08255494981831636
72.0,parallel,-0.000993749864389616
72.0,parallel,0.49949199766642516
72.0,parallel,0.2704043804317723
72.0,parallel,0.5499105914055462
72.0,parallel,0.28838131114096793
72.0,parallel,0.322119594000798
72.0,parallel,0.39856972983946704
72.0,parallel,0.3187982684073211
72.0,parallel,0.17944026337968835
72.0,parallel,-0.07160262107819126
72.0,parallel,0.28605859132392664
72.0,parallel,0.3998737999321895
72.0,parallel,0.25722706471290124
72.0,parallel,0.21050978125666323
72.0,chain-of-thought,0.834487433723776
72.0,chain-of-thought,0.29156690369359156
72.0,chain-of-thought,0.14608123006525064
72.0,chain-of-thought,0.6242987982849664
72.0,chain-of-thought,0.6839077161716862
72.0,chain-of-thought,0.3188830648387191
72.0,chain-of-thought,0.4202658399075297
72.0,chain-of-thought,0.41997871116559743
72.0,chain-of-thought,0.7030122910083588
72.0,chain-of-thought,0.35209892318524466
72.0,chain-of-thought,0.04299089643471708
72.0,chain-of-thought,3.1057636892665497
72.0,chain-of-thought,0.9197489236737907
72.0,chain-of-thought,0.6730460138184493
72.0,chain-of-thought,0.28966600182589586
72.0,chain-of-thought,0.5927852122503585
